Measurement Time,Port 1 MPS-1 Water Potential Potential kPa,Port 2 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 3 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 4 MPS-1 Water Potential Potential kPa
16 Jun 2012 08:00 AM,-535,0.05,0.1,-482
16 Jun 2012 08:30 AM,-535,0.049,0.1,-482
16 Jun 2012 09:00 AM,-535,0.049,0.099,-482
16 Jun 2012 09:30 AM,-535,0.049,0.099,-482
16 Jun 2012 10:00 AM,-535,0.049,0.099,-487
16 Jun 2012 10:30 AM,-535,0.049,0.099,-482
16 Jun 2012 11:00 AM,-535,0.049,0.099,-487
16 Jun 2012 11:30 AM,-540,0.049,0.099,-482
16 Jun 2012 12:00 PM,-540,0.049,0.099,-482
16 Jun 2012 12:30 PM,-535,0.049,0.099,-482
16 Jun 2012 01:00 PM,-535,0.05,0.098,-482
16 Jun 2012 01:30 PM,-535,0.05,0.098,-482
16 Jun 2012 02:00 PM,-535,0.05,0.098,-482
16 Jun 2012 02:30 PM,-535,0.05,0.098,-482
16 Jun 2012 03:00 PM,-535,0.05,0.098,-482
16 Jun 2012 03:30 PM,-535,0.05,0.098,-482
16 Jun 2012 04:00 PM,-535,0.05,0.098,-482
16 Jun 2012 04:30 PM,-535,0.05,0.098,-482
16 Jun 2012 05:00 PM,-535,0.05,0.098,-482
16 Jun 2012 05:30 PM,-540,0.05,0.098,-482
16 Jun 2012 06:00 PM,-535,0.05,0.098,-482
16 Jun 2012 06:30 PM,-529,0.05,0.098,-482
16 Jun 2012 07:00 PM,-529,0.05,0.098,-482
16 Jun 2012 07:30 PM,-529,0.05,0.098,-482
16 Jun 2012 08:00 PM,-529,0.05,0.098,-482
16 Jun 2012 08:30 PM,-535,0.05,0.098,-482
16 Jun 2012 09:00 PM,-535,0.05,0.098,-482
16 Jun 2012 09:30 PM,-535,0.05,0.098,-482
16 Jun 2012 10:00 PM,-535,0.05,0.098,-482
16 Jun 2012 10:30 PM,-529,0.05,0.098,-482
16 Jun 2012 11:00 PM,-535,0.05,0.098,-482
16 Jun 2012 11:30 PM,-540,0.05,0.098,-482
17 Jun 2012 12:00 AM,-535,0.05,0.098,-482
17 Jun 2012 12:30 AM,-535,0.05,0.098,-482
17 Jun 2012 01:00 AM,-540,0.05,0.098,-482
17 Jun 2012 01:30 AM,-535,0.05,0.098,-482
17 Jun 2012 02:00 AM,-540,0.049,0.098,-482
17 Jun 2012 02:30 AM,-535,0.049,0.098,-482
17 Jun 2012 03:00 AM,-535,0.049,0.098,-482
17 Jun 2012 03:30 AM,-535,0.049,0.098,-487
17 Jun 2012 04:00 AM,-535,0.049,0.098,-487
17 Jun 2012 04:30 AM,-535,0.049,0.098,-487
17 Jun 2012 05:00 AM,-540,0.049,0.098,-487
17 Jun 2012 05:30 AM,-540,0.049,0.098,-487
17 Jun 2012 06:00 AM,-540,0.049,0.098,-487
17 Jun 2012 06:30 AM,-540,0.049,0.098,-487
17 Jun 2012 07:00 AM,-540,0.049,0.098,-487
17 Jun 2012 07:30 AM,-540,0.049,0.098,-487
17 Jun 2012 08:00 AM,-540,0.049,0.098,-487
17 Jun 2012 08:30 AM,-540,0.049,0.098,-487
17 Jun 2012 09:00 AM,-540,0.049,0.098,-482
17 Jun 2012 09:30 AM,-540,0.049,0.098,-482
17 Jun 2012 10:00 AM,-540,0.049,0.098,-482
17 Jun 2012 10:30 AM,-540,0.049,0.098,-482
17 Jun 2012 11:00 AM,-540,0.049,0.097,-482
17 Jun 2012 11:30 AM,-540,0.049,0.097,-482
17 Jun 2012 12:00 PM,-540,0.049,0.097,-482
17 Jun 2012 12:30 PM,-535,0.049,0.097,-482
17 Jun 2012 01:00 PM,-535,0.049,0.097,-482
17 Jun 2012 01:30 PM,-535,0.05,0.097,-482
17 Jun 2012 02:00 PM,-535,0.05,0.097,-482
17 Jun 2012 02:30 PM,-529,0.05,0.097,-482
17 Jun 2012 03:00 PM,-535,0.05,0.097,-482
17 Jun 2012 03:30 PM,-529,0.05,0.097,-482
17 Jun 2012 04:00 PM,-535,0.05,0.097,-482
17 Jun 2012 04:30 PM,-529,0.05,0.098,-482
17 Jun 2012 05:00 PM,-529,0.05,0.098,-482
17 Jun 2012 05:30 PM,-535,0.05,0.098,-482
17 Jun 2012 06:00 PM,-529,0.05,0.098,-482
17 Jun 2012 06:30 PM,-529,0.05,0.098,-482
17 Jun 2012 07:00 PM,-529,0.05,0.098,-482
17 Jun 2012 07:30 PM,-529,0.05,0.098,-482
17 Jun 2012 08:00 PM,-524,0.05,0.098,-482
17 Jun 2012 08:30 PM,-524,0.05,0.098,-482
17 Jun 2012 09:00 PM,-529,0.05,0.098,-482
17 Jun 2012 09:30 PM,-535,0.05,0.098,-482
17 Jun 2012 10:00 PM,-535,0.05,0.098,-482
17 Jun 2012 10:30 PM,-535,0.05,0.098,-482
17 Jun 2012 11:00 PM,-535,0.05,0.098,-482
17 Jun 2012 11:30 PM,-535,0.05,0.098,-482
18 Jun 2012 12:00 AM,-535,0.05,0.098,-482
18 Jun 2012 12:30 AM,-535,0.05,0.098,-482
18 Jun 2012 01:00 AM,-529,0.049,0.098,-482
18 Jun 2012 01:30 AM,-535,0.049,0.098,-482
18 Jun 2012 02:00 AM,-535,0.049,0.098,-482
18 Jun 2012 02:30 AM,-535,0.049,0.098,-482
18 Jun 2012 03:00 AM,-540,0.049,0.098,-482
18 Jun 2012 03:30 AM,-535,0.049,0.098,-482
18 Jun 2012 04:00 AM,-535,0.049,0.097,-482
18 Jun 2012 04:30 AM,-535,0.049,0.097,-482
18 Jun 2012 05:00 AM,-535,0.049,0.097,-487
18 Jun 2012 05:30 AM,-535,0.049,0.098,-482
18 Jun 2012 06:00 AM,-535,0.049,0.097,-482
18 Jun 2012 06:30 AM,-540,0.049,0.097,-487
18 Jun 2012 07:00 AM,-540,0.049,0.097,-482
18 Jun 2012 07:30 AM,-535,0.049,0.097,-482
18 Jun 2012 08:00 AM,-535,0.049,0.097,-482
18 Jun 2012 08:30 AM,-535,0.049,0.097,-482
18 Jun 2012 09:00 AM,-535,0.049,0.097,-482
18 Jun 2012 09:30 AM,-535,0.049,0.097,-482
18 Jun 2012 10:00 AM,-535,0.049,0.097,-482
18 Jun 2012 10:30 AM,-535,0.049,0.097,-482
18 Jun 2012 11:00 AM,-535,0.049,0.096,-482
18 Jun 2012 11:30 AM,-535,0.049,0.096,-482
18 Jun 2012 12:00 PM,-535,0.049,0.096,-482
18 Jun 2012 12:30 PM,-529,0.049,0.096,-482
18 Jun 2012 01:00 PM,-529,0.049,0.096,-482
18 Jun 2012 01:30 PM,-535,0.049,0.096,-482
18 Jun 2012 02:00 PM,-529,0.05,0.096,-482
18 Jun 2012 02:30 PM,-535,0.05,0.096,-482
18 Jun 2012 03:00 PM,-524,0.05,0.096,-477
18 Jun 2012 03:30 PM,-524,0.05,0.097,-477
18 Jun 2012 04:00 PM,-524,0.05,0.097,-482
18 Jun 2012 04:30 PM,-524,0.05,0.097,-482
18 Jun 2012 05:00 PM,-524,0.05,0.097,-482
18 Jun 2012 05:30 PM,-524,0.05,0.097,-477
18 Jun 2012 06:00 PM,-524,0.05,0.097,-482
18 Jun 2012 06:30 PM,-518,0.05,0.097,-477
18 Jun 2012 07:00 PM,-524,0.05,0.097,-482
18 Jun 2012 07:30 PM,-524,0.05,0.097,-477
18 Jun 2012 08:00 PM,-524,0.05,0.097,-477
18 Jun 2012 08:30 PM,-524,0.05,0.097,-477
18 Jun 2012 09:00 PM,-529,0.05,0.097,-477
18 Jun 2012 09:30 PM,-524,0.05,0.097,-477
18 Jun 2012 10:00 PM,-529,0.05,0.097,-477
18 Jun 2012 10:30 PM,-529,0.05,0.097,-477
18 Jun 2012 11:00 PM,-529,0.05,0.097,-477
18 Jun 2012 11:30 PM,-524,0.049,0.097,-477
19 Jun 2012 12:00 AM,-529,0.049,0.097,-477
19 Jun 2012 12:30 AM,-529,0.049,0.097,-477
19 Jun 2012 01:00 AM,-529,0.049,0.097,-477
19 Jun 2012 01:30 AM,-529,0.049,0.097,-477
19 Jun 2012 02:00 AM,-529,0.049,0.097,-477
19 Jun 2012 02:30 AM,-535,0.049,0.097,-477
19 Jun 2012 03:00 AM,-529,0.049,0.097,-477
19 Jun 2012 03:30 AM,-529,0.049,0.097,-477
19 Jun 2012 04:00 AM,-529,0.049,0.097,-477
19 Jun 2012 04:30 AM,-524,0.049,0.097,-477
19 Jun 2012 05:00 AM,-529,0.049,0.097,-477
19 Jun 2012 05:30 AM,-529,0.049,0.096,-477
19 Jun 2012 06:00 AM,-535,0.049,0.096,-482
19 Jun 2012 06:30 AM,-535,0.049,0.097,-477
19 Jun 2012 07:00 AM,-535,0.048,0.096,-482
19 Jun 2012 07:30 AM,-535,0.048,0.096,-477
19 Jun 2012 08:00 AM,-529,0.048,0.096,-482
19 Jun 2012 08:30 AM,-535,0.048,0.096,-477
19 Jun 2012 09:00 AM,-535,0.048,0.096,-477
19 Jun 2012 09:30 AM,-529,0.048,0.096,-477
19 Jun 2012 10:00 AM,-535,0.048,0.096,-477
19 Jun 2012 10:30 AM,-529,0.048,0.096,-477
19 Jun 2012 11:00 AM,-529,0.048,0.096,-472
19 Jun 2012 11:30 AM,-529,0.048,0.096,-477
19 Jun 2012 12:00 PM,-529,0.049,0.096,-472
19 Jun 2012 12:30 PM,-535,0.049,0.096,-477
19 Jun 2012 01:00 PM,-529,0.049,0.096,-477
19 Jun 2012 01:30 PM,-524,0.049,0.096,-477
19 Jun 2012 02:00 PM,-524,0.049,0.096,-477
19 Jun 2012 02:30 PM,-524,0.049,0.096,-472
19 Jun 2012 03:00 PM,-524,0.05,0.096,-472
19 Jun 2012 03:30 PM,-524,0.05,0.096,-467
19 Jun 2012 04:00 PM,-529,0.05,0.096,-467
19 Jun 2012 04:30 PM,-524,0.05,0.096,-472
19 Jun 2012 05:00 PM,-518,0.05,0.096,-472
19 Jun 2012 05:30 PM,-518,0.05,0.096,-472
19 Jun 2012 06:00 PM,-524,0.05,0.096,-472
19 Jun 2012 06:30 PM,-524,0.05,0.096,-472
19 Jun 2012 07:00 PM,-524,0.05,0.096,-472
19 Jun 2012 07:30 PM,-524,0.05,0.096,-472
19 Jun 2012 08:00 PM,-518,0.05,0.096,-472
19 Jun 2012 08:30 PM,-524,0.05,0.096,-472
19 Jun 2012 09:00 PM,-529,0.05,0.097,-472
19 Jun 2012 09:30 PM,-524,0.049,0.097,-472
19 Jun 2012 10:00 PM,-524,0.049,0.097,-472
19 Jun 2012 10:30 PM,-524,0.049,0.097,-467
19 Jun 2012 11:00 PM,-529,0.049,0.097,-472
19 Jun 2012 11:30 PM,-529,0.049,0.097,-472
20 Jun 2012 12:00 AM,-529,0.049,0.097,-472
20 Jun 2012 12:30 AM,-529,0.049,0.096,-472
20 Jun 2012 01:00 AM,-529,0.049,0.096,-472
20 Jun 2012 01:30 AM,-529,0.049,0.096,-472
20 Jun 2012 02:00 AM,-529,0.049,0.097,-472
20 Jun 2012 02:30 AM,-535,0.049,0.097,-472
20 Jun 2012 03:00 AM,-529,0.048,0.097,-472
20 Jun 2012 03:30 AM,-529,0.048,0.096,-472
20 Jun 2012 04:00 AM,-529,0.048,0.096,-472
20 Jun 2012 04:30 AM,-535,0.048,0.096,-472
20 Jun 2012 05:00 AM,-535,0.048,0.096,-477
20 Jun 2012 05:30 AM,-529,0.048,0.096,-477
20 Jun 2012 06:00 AM,-535,0.047,0.096,-472
20 Jun 2012 06:30 AM,-535,0.047,0.096,-472
20 Jun 2012 07:00 AM,-535,0.047,0.096,-477
20 Jun 2012 07:30 AM,-535,0.047,0.096,-472
20 Jun 2012 08:00 AM,-535,0.047,0.096,-472
20 Jun 2012 08:30 AM,-535,0.047,0.096,-472
20 Jun 2012 09:00 AM,-535,0.047,0.095,-472
20 Jun 2012 09:30 AM,-535,0.047,0.095,-472
20 Jun 2012 10:00 AM,-540,0.047,0.095,-467
20 Jun 2012 10:30 AM,-529,0.047,0.095,-467
20 Jun 2012 11:00 AM,-529,0.047,0.095,-472
20 Jun 2012 11:30 AM,-529,0.047,0.095,-467
20 Jun 2012 12:00 PM,-529,0.047,0.095,-467
20 Jun 2012 12:30 PM,-529,0.048,0.095,-467
20 Jun 2012 01:00 PM,-529,0.048,0.095,-472
20 Jun 2012 01:30 PM,-524,0.048,0.095,-467
20 Jun 2012 02:00 PM,-524,0.049,0.095,-472
20 Jun 2012 02:30 PM,-524,0.049,0.095,-467
20 Jun 2012 03:00 PM,-524,0.049,0.095,-467
20 Jun 2012 03:30 PM,-524,0.049,0.095,-467
20 Jun 2012 04:00 PM,-529,0.049,0.095,-462
20 Jun 2012 04:30 PM,-524,0.049,0.095,-462
20 Jun 2012 05:00 PM,-518,0.049,0.095,-462
20 Jun 2012 05:30 PM,-518,0.049,0.095,-462
20 Jun 2012 06:00 PM,-518,0.049,0.095,-462
20 Jun 2012 06:30 PM,-513,0.049,0.095,-462
20 Jun 2012 07:00 PM,-518,0.049,0.095,-467
20 Jun 2012 07:30 PM,-518,0.049,0.095,-462
20 Jun 2012 08:00 PM,-524,0.049,0.096,-462
20 Jun 2012 08:30 PM,-524,0.049,0.096,-462
20 Jun 2012 09:00 PM,-518,0.049,0.096,-467
20 Jun 2012 09:30 PM,-518,0.049,0.096,-462
20 Jun 2012 10:00 PM,-518,0.049,0.096,-462
20 Jun 2012 10:30 PM,-524,0.049,0.096,-462
20 Jun 2012 11:00 PM,-524,0.049,0.096,-462
20 Jun 2012 11:30 PM,-524,0.049,0.096,-467
21 Jun 2012 12:00 AM,-524,0.048,0.096,-462
21 Jun 2012 12:30 AM,-524,0.048,0.096,-462
21 Jun 2012 01:00 AM,-524,0.048,0.096,-467
21 Jun 2012 01:30 AM,-518,0.048,0.096,-467
21 Jun 2012 02:00 AM,-524,0.047,0.096,-467
21 Jun 2012 02:30 AM,-524,0.047,0.096,-467
21 Jun 2012 03:00 AM,-524,0.047,0.096,-467
21 Jun 2012 03:30 AM,-529,0.047,0.096,-467
21 Jun 2012 04:00 AM,-529,0.047,0.096,-472
21 Jun 2012 04:30 AM,-529,0.047,0.096,-467
21 Jun 2012 05:00 AM,-524,0.047,0.095,-467
21 Jun 2012 05:30 AM,-529,0.047,0.095,-472
21 Jun 2012 06:00 AM,-529,0.047,0.095,-472
21 Jun 2012 06:30 AM,-529,0.047,0.095,-472
21 Jun 2012 07:00 AM,-529,0.047,0.095,-472
21 Jun 2012 07:30 AM,-529,0.046,0.094,-472
21 Jun 2012 08:00 AM,-529,0.046,0.095,-467
21 Jun 2012 08:30 AM,-535,0.046,0.095,-467
21 Jun 2012 09:00 AM,-529,0.046,0.095,-467
21 Jun 2012 09:30 AM,-524,0.046,0.094,-467
21 Jun 2012 10:00 AM,-529,0.046,0.094,-467
21 Jun 2012 10:30 AM,-529,0.046,0.094,-467
21 Jun 2012 11:00 AM,-529,0.046,0.094,-467
21 Jun 2012 11:30 AM,-529,0.047,0.094,-467
21 Jun 2012 12:00 PM,-529,0.047,0.094,-467
21 Jun 2012 12:30 PM,-529,0.047,0.094,-467
21 Jun 2012 01:00 PM,-529,0.047,0.094,-467
21 Jun 2012 01:30 PM,-524,0.047,0.094,-467
21 Jun 2012 02:00 PM,-524,0.047,0.094,-467
21 Jun 2012 02:30 PM,-524,0.048,0.094,-467
21 Jun 2012 03:00 PM,-524,0.048,0.094,-462
21 Jun 2012 03:30 PM,-518,0.048,0.094,-462
21 Jun 2012 04:00 PM,-524,0.049,0.094,-462
21 Jun 2012 04:30 PM,-518,0.049,0.094,-462
21 Jun 2012 05:00 PM,-518,0.049,0.094,-462
21 Jun 2012 05:30 PM,-518,0.049,0.094,-462
21 Jun 2012 06:00 PM,-518,0.049,0.094,-462
21 Jun 2012 06:30 PM,-524,0.049,0.094,-462
21 Jun 2012 07:00 PM,-518,0.049,0.094,-462
21 Jun 2012 07:30 PM,-524,0.048,0.094,-462
21 Jun 2012 08:00 PM,-518,0.048,0.094,-462
21 Jun 2012 08:30 PM,-524,0.048,0.094,-462
21 Jun 2012 09:00 PM,-518,0.048,0.094,-467
21 Jun 2012 09:30 PM,-524,0.048,0.095,-462
21 Jun 2012 10:00 PM,-524,0.047,0.095,-462
21 Jun 2012 10:30 PM,-524,0.047,0.095,-467
21 Jun 2012 11:00 PM,-518,0.047,0.095,-467
21 Jun 2012 11:30 PM,-524,0.047,0.095,-467
22 Jun 2012 12:00 AM,-529,0.047,0.094,-467
22 Jun 2012 12:30 AM,-529,0.047,0.094,-467
22 Jun 2012 01:00 AM,-529,0.047,0.095,-467
22 Jun 2012 01:30 AM,-529,0.047,0.094,-467
22 Jun 2012 02:00 AM,-529,0.047,0.094,-467
22 Jun 2012 02:30 AM,-529,0.046,0.094,-467
22 Jun 2012 03:00 AM,-529,0.046,0.094,-472
22 Jun 2012 03:30 AM,-529,0.046,0.094,-472
22 Jun 2012 04:00 AM,-529,0.046,0.094,-467
22 Jun 2012 04:30 AM,-529,0.046,0.094,-467
22 Jun 2012 05:00 AM,-529,0.045,0.094,-472
22 Jun 2012 05:30 AM,-535,0.045,0.094,-472
22 Jun 2012 06:00 AM,-535,0.045,0.094,-472
22 Jun 2012 06:30 AM,-535,0.045,0.094,-472
22 Jun 2012 07:00 AM,-535,0.045,0.094,-472
22 Jun 2012 07:30 AM,-535,0.045,0.094,-472
22 Jun 2012 08:00 AM,-535,0.045,0.094,-472
22 Jun 2012 08:30 AM,-535,0.045,0.094,-472
22 Jun 2012 09:00 AM,-535,0.045,0.094,-472
22 Jun 2012 09:30 AM,-535,0.044,0.094,-472
22 Jun 2012 10:00 AM,-535,0.044,0.094,-472
22 Jun 2012 10:30 AM,-535,0.045,0.094,-467
22 Jun 2012 11:00 AM,-535,0.045,0.094,-467
22 Jun 2012 11:30 AM,-529,0.045,0.094,-467
22 Jun 2012 12:00 PM,-529,0.045,0.094,-472
22 Jun 2012 12:30 PM,-535,0.045,0.094,-472
22 Jun 2012 01:00 PM,-529,0.045,0.094,-472
22 Jun 2012 01:30 PM,-529,0.046,0.094,-472
22 Jun 2012 02:00 PM,-524,0.046,0.094,-472
22 Jun 2012 02:30 PM,-529,0.047,0.094,-467
22 Jun 2012 03:00 PM,-524,0.047,0.094,-467
22 Jun 2012 03:30 PM,-529,0.047,0.094,-467
22 Jun 2012 04:00 PM,-524,0.047,0.094,-462
22 Jun 2012 04:30 PM,-524,0.047,0.094,-462
22 Jun 2012 05:00 PM,-524,0.047,0.094,-462
22 Jun 2012 05:30 PM,-524,0.047,0.094,-467
22 Jun 2012 06:00 PM,-524,0.047,0.094,-467
22 Jun 2012 06:30 PM,-524,0.047,0.094,-467
22 Jun 2012 07:00 PM,-524,0.047,0.094,-467
22 Jun 2012 07:30 PM,-524,0.047,0.094,-462
22 Jun 2012 08:00 PM,-524,0.047,0.094,-462
22 Jun 2012 08:30 PM,-524,0.047,0.094,-462
22 Jun 2012 09:00 PM,-529,0.047,0.094,-467
22 Jun 2012 09:30 PM,-524,0.047,0.094,-462
22 Jun 2012 10:00 PM,-524,0.047,0.094,-462
22 Jun 2012 10:30 PM,-524,0.046,0.094,-467
22 Jun 2012 11:00 PM,-524,0.046,0.094,-462
22 Jun 2012 11:30 PM,-529,0.046,0.094,-467
23 Jun 2012 12:00 AM,-529,0.046,0.094,-467
23 Jun 2012 12:30 AM,-524,0.045,0.094,-462
23 Jun 2012 01:00 AM,-535,0.045,0.094,-467
23 Jun 2012 01:30 AM,-524,0.045,0.094,-467
23 Jun 2012 02:00 AM,-524,0.045,0.094,-467
23 Jun 2012 02:30 AM,-535,0.045,0.094,-467
23 Jun 2012 03:00 AM,-529,0.045,0.094,-467
23 Jun 2012 03:30 AM,-535,0.045,0.094,-467
23 Jun 2012 04:00 AM,-535,0.044,0.094,-467
23 Jun 2012 04:30 AM,-535,0.044,0.094,-467
23 Jun 2012 05:00 AM,-535,0.044,0.094,-467
23 Jun 2012 05:30 AM,-535,0.044,0.094,-472
23 Jun 2012 06:00 AM,-535,0.044,0.094,-472
23 Jun 2012 06:30 AM,-535,0.044,0.094,-472
23 Jun 2012 07:00 AM,-535,0.043,0.094,-472
23 Jun 2012 07:30 AM,-535,0.043,0.094,-472
23 Jun 2012 08:00 AM,-540,0.043,0.094,-472
23 Jun 2012 08:30 AM,-535,0.043,0.094,-472
23 Jun 2012 09:00 AM,-535,0.043,0.093,-472
23 Jun 2012 09:30 AM,-535,0.043,0.093,-472
23 Jun 2012 10:00 AM,-535,0.043,0.093,-467
23 Jun 2012 10:30 AM,-535,0.043,0.093,-467
23 Jun 2012 11:00 AM,-535,0.043,0.093,-467
23 Jun 2012 11:30 AM,-535,0.043,0.093,-467
23 Jun 2012 12:00 PM,-535,0.044,0.093,-467
23 Jun 2012 12:30 PM,-529,0.044,0.093,-467
23 Jun 2012 01:00 PM,-529,0.044,0.093,-467
23 Jun 2012 01:30 PM,-535,0.045,0.093,-472
23 Jun 2012 02:00 PM,-535,0.045,0.093,-467
23 Jun 2012 02:30 PM,-529,0.045,0.093,-467
23 Jun 2012 03:00 PM,-529,0.046,0.093,-462
23 Jun 2012 03:30 PM,-529,0.046,0.093,-462
23 Jun 2012 04:00 PM,-535,0.046,0.093,-462
23 Jun 2012 04:30 PM,-524,0.046,0.093,-462
23 Jun 2012 05:00 PM,-524,0.046,0.093,-467
23 Jun 2012 05:30 PM,-524,0.046,0.093,-467
23 Jun 2012 06:00 PM,-524,0.046,0.093,-467
23 Jun 2012 06:30 PM,-524,0.046,0.093,-467
23 Jun 2012 07:00 PM,-529,0.046,0.093,-467
23 Jun 2012 07:30 PM,-524,0.046,0.093,-467
23 Jun 2012 08:00 PM,-524,0.046,0.094,-467
23 Jun 2012 08:30 PM,-524,0.046,0.093,-462
23 Jun 2012 09:00 PM,-524,0.046,0.093,-462
23 Jun 2012 09:30 PM,-524,0.046,0.094,-467
23 Jun 2012 10:00 PM,-524,0.045,0.094,-462
23 Jun 2012 10:30 PM,-529,0.045,0.094,-467
23 Jun 2012 11:00 PM,-529,0.045,0.094,-462
23 Jun 2012 11:30 PM,-529,0.045,0.094,-467
24 Jun 2012 12:00 AM,-524,0.045,0.094,-467
24 Jun 2012 12:30 AM,-524,0.045,0.094,-467
24 Jun 2012 01:00 AM,-524,0.044,0.094,-467
24 Jun 2012 01:30 AM,-529,0.044,0.094,-467
24 Jun 2012 02:00 AM,-529,0.044,0.094,-467
24 Jun 2012 02:30 AM,-535,0.044,0.094,-467
24 Jun 2012 03:00 AM,-535,0.043,0.094,-467
24 Jun 2012 03:30 AM,-535,0.043,0.094,-467
24 Jun 2012 04:00 AM,-540,0.043,0.093,-467
24 Jun 2012 04:30 AM,-535,0.043,0.093,-467
24 Jun 2012 05:00 AM,-535,0.043,0.093,-472
24 Jun 2012 05:30 AM,-540,0.043,0.093,-472
24 Jun 2012 06:00 AM,-535,0.043,0.093,-472
24 Jun 2012 06:30 AM,-535,0.043,0.093,-472
24 Jun 2012 07:00 AM,-535,0.043,0.093,-472
24 Jun 2012 07:30 AM,-535,0.043,0.093,-472
24 Jun 2012 08:00 AM,-535,0.043,0.093,-472
24 Jun 2012 08:30 AM,-535,0.043,0.092,-472
24 Jun 2012 09:00 AM,-540,0.043,0.092,-467
24 Jun 2012 09:30 AM,-535,0.043,0.093,-467
24 Jun 2012 10:00 AM,-535,0.043,0.092,-467
24 Jun 2012 10:30 AM,-535,0.043,0.092,-467
24 Jun 2012 11:00 AM,-540,0.043,0.092,-467
24 Jun 2012 11:30 AM,-535,0.043,0.092,-467
24 Jun 2012 12:00 PM,-535,0.043,0.092,-467
24 Jun 2012 12:30 PM,-529,0.043,0.092,-467
24 Jun 2012 01:00 PM,-529,0.043,0.092,-467
24 Jun 2012 01:30 PM,-529,0.043,0.091,-467
24 Jun 2012 02:00 PM,-535,0.044,0.091,-462
24 Jun 2012 02:30 PM,-529,0.044,0.091,-467
24 Jun 2012 03:00 PM,-529,0.045,0.091,-462
24 Jun 2012 03:30 PM,-529,0.045,0.092,-462
24 Jun 2012 04:00 PM,-529,0.045,0.092,-462
24 Jun 2012 04:30 PM,-529,0.045,0.092,-462
24 Jun 2012 05:00 PM,-524,0.045,0.092,-462
24 Jun 2012 05:30 PM,-524,0.045,0.092,-458
24 Jun 2012 06:00 PM,-524,0.045,0.092,-462
24 Jun 2012 06:30 PM,-524,0.045,0.093,-462
24 Jun 2012 07:00 PM,-524,0.045,0.093,-462
24 Jun 2012 07:30 PM,-524,0.045,0.093,-462
24 Jun 2012 08:00 PM,-524,0.045,0.093,-462
24 Jun 2012 08:30 PM,-529,0.045,0.093,-462
24 Jun 2012 09:00 PM,-529,0.045,0.093,-462
24 Jun 2012 09:30 PM,-529,0.044,0.093,-462
24 Jun 2012 10:00 PM,-529,0.044,0.093,-462
24 Jun 2012 10:30 PM,-529,0.044,0.093,-462
24 Jun 2012 11:00 PM,-529,0.044,0.093,-462
24 Jun 2012 11:30 PM,-529,0.044,0.093,-462
25 Jun 2012 12:00 AM,-529,0.043,0.093,-462
25 Jun 2012 12:30 AM,-529,0.043,0.093,-467
25 Jun 2012 01:00 AM,-529,0.043,0.093,-467
25 Jun 2012 01:30 AM,-529,0.043,0.093,-467
25 Jun 2012 02:00 AM,-529,0.043,0.093,-467
25 Jun 2012 02:30 AM,-535,0.043,0.093,-467
25 Jun 2012 03:00 AM,-529,0.043,0.093,-467
25 Jun 2012 03:30 AM,-535,0.043,0.093,-467
25 Jun 2012 04:00 AM,-529,0.043,0.093,-467
25 Jun 2012 04:30 AM,-535,0.043,0.092,-467
25 Jun 2012 05:00 AM,-540,0.043,0.092,-467
25 Jun 2012 05:30 AM,-540,0.043,0.092,-467
25 Jun 2012 06:00 AM,-535,0.043,0.092,-467
25 Jun 2012 06:30 AM,-540,0.043,0.092,-472
25 Jun 2012 07:00 AM,-535,0.043,0.092,-467
25 Jun 2012 07:30 AM,-540,0.042,0.092,-467
25 Jun 2012 08:00 AM,-540,0.042,0.091,-467
25 Jun 2012 08:30 AM,-535,0.042,0.091,-467
25 Jun 2012 09:00 AM,-535,0.042,0.091,-467
25 Jun 2012 09:30 AM,-535,0.042,0.091,-467
25 Jun 2012 10:00 AM,-535,0.042,0.091,-467
25 Jun 2012 10:30 AM,-529,0.042,0.091,-467
25 Jun 2012 11:00 AM,-535,0.042,0.091,-467
25 Jun 2012 11:30 AM,-535,0.043,0.091,-467
25 Jun 2012 12:00 PM,-540,0.043,0.091,-467
25 Jun 2012 12:30 PM,-529,0.043,0.091,-462
25 Jun 2012 01:00 PM,-529,0.043,0.091,-467
25 Jun 2012 01:30 PM,-535,0.043,0.091,-467
25 Jun 2012 02:00 PM,-535,0.043,0.091,-467
25 Jun 2012 02:30 PM,-524,0.043,0.091,-462
25 Jun 2012 03:00 PM,-524,0.044,0.091,-462
25 Jun 2012 03:30 PM,-524,0.044,0.091,-462
25 Jun 2012 04:00 PM,-529,0.044,0.091,-462
25 Jun 2012 04:30 PM,-524,0.044,0.091,-462
25 Jun 2012 05:00 PM,-524,0.044,0.091,-462
25 Jun 2012 05:30 PM,-524,0.044,0.091,-462
25 Jun 2012 06:00 PM,-524,0.044,0.091,-467
25 Jun 2012 06:30 PM,-524,0.044,0.091,-467
25 Jun 2012 07:00 PM,-518,0.044,0.092,-467
25 Jun 2012 07:30 PM,-524,0.044,0.092,-467
25 Jun 2012 08:00 PM,-529,0.044,0.092,-462
25 Jun 2012 08:30 PM,-524,0.044,0.092,-462
25 Jun 2012 09:00 PM,-524,0.044,0.092,-462
25 Jun 2012 09:30 PM,-524,0.044,0.092,-462
25 Jun 2012 10:00 PM,-524,0.043,0.092,-462
25 Jun 2012 10:30 PM,-524,0.043,0.093,-462
